Sample_Name,Strain_Alias,Heterozygosity,Introgressions,Fraction_Heterozygous_Introgressions,Phylogenetic_Clade,Main_Ancestral_pop,Main_Anc_Pop_Q,Secondary_Ancestral_Pop,Secondary_Anc_Pop_Q,used_in_ADMIXTURE,Used_in_supporting_phylogenies,Used_in_main_phylogeny,Used_in_MDSA,Reference,,,,,,,,,,,,
CCM,N493-2C,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDS,CECT10351-1B,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDV,DBVPG1616-1D,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEA,DBVPG1617-5A,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEB,DBVPG1619-4B,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEC,DBVPG1620-1A,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CED,DBVPG1621-5A,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEE,DBVPG1622-8B,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CEF,DBVPG1623-2A,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFB,ho_SB,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFE,4.9_WLP099,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFQ,UCD_40-235,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFR,UCD_40-248,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFS,UCD_40-255,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFV,UCD_40-49,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGS,Ca6,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGT,Lib39,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CGV,Lib51,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHA,Lib52,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHB,Lib54,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHC,Lib61,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHD,Lib70,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHE,Lib71,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CHF,Lib73,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIA,SRC 147,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIB,SRC 213,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIM,malade Hc6553,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIN,malade Pac6436,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIP,malade 6442,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIQ,malade 6452,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIR,malade 6441,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIS,malade Elbaz 6766,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIT,malade 459 Labaume,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CIV,malade 1124/150017,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKB,malade 98 1655/125391,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKC,malade 139287/11_2_1,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKD,malade 97 138633/11-2-5,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKE,malade 141076/11210,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKF,malade 150865/1122,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKG,UL G84F88I90,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKH,ultra lev. 1127,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKI,perentol,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKL,malade 98 3161,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKM,malade 98 2574,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKP,malade Broussais,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKQ,malade M2402A Necker ,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CKT,malade Fauot,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLH,NCYC_2743,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CPE,1216,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CPF,1235,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CQT,L-982,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CQV,CD7-9Sv2,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRA,RB3-7Sc2,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRB,SC2-37,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRC,Ba-215,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRG,L-846,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRH,L-319,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRI,AGME_5I,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRK,E1-6,,,,1. Wine/European,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CRL,C-6,,,,1. Wine/European,,,,,,,,1,"Capece et al., Food Micr., 2013",,,,,,,,,,,,
SACE_GAP,L1528,,,,1. Wine/European,,,,,,,,1,"Bergström et al., MBE, 2014",,,,,,,,,,,,
SACE_YAA,YJM189,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAD,YJM244,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAF,YJM270,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAM,YJM453,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAY,YJM969,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YAZ,YJM972,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBA,YJM975,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBB,YJM978,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBE,YJM987,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBF,YJM980,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBG,YJM993,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBH,YJM996,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBN,YJM1242,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBO,YJM1244,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBX,YJM1332,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBY,YJM1336,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCA,YJM1341,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCD,YJM1356,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCP,YJM1415,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCQ,YJM1417,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDC,YJM1477,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDF,YJM1526,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDJ,YJM1574,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDO,YJM1129,,,,1. Wine/European,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
BCG,HE008,,,,10. French Guiana human,,,,,,,,1,"Angebault et al., JID, 2013",,,,,,,,,,,,
BDP,CEY615,,,,10. French Guiana human,,,,,,,,1,"Angebault et al., JID, 2013",,,,,,,,,,,,
AEC,CBS1248,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQT,CBS1230,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ASH,CLIB227,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRP,DBVPG6694,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BRQ,DBVPG6695,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BSI,DBVPG6693,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CBR,NCYC_1187,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFC,4.5_WLP530,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFD,1.3_Safale_US05,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFG,1.6_Safale_S40,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFH,Nottingham_ale_1.8_Lallemand,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CFM,5.5_WLP090,,,,11. Ale beer,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANN,AY529516,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQC,MTF2546,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQD,MTF2547,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQE,MTF2548,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQF,MTF2549,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQG,MTF2550,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQH,MTF2551,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQI,MTF2552,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQK,MTF2553,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQM,MTF2555,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQN,MTF2556,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
CQP,MTF2557,,,,12. West African cocoa,,,,,,,,1,"Jespersen et.al, JID, 2013",,,,,,,,,,,,
ADF,YPS1009_b,,,,13. African palm wine,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ADV,CBS7903,,,,13. African palm wine,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHS,CBS1419,,,,13. African palm wine,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AKB,NPA07.1,,,,13. African palm wine,,,,,,,,1,"Ezeronye et al., IJFM, 2009",,,,,,,,,,,,
AKC,NPA05a1,,,,13. African palm wine,,,,,,,,1,"Ezeronye et al., IJFM, 2009",,,,,,,,,,,,
AKD,NPA05b1,,,,13. African palm wine,,,,,,,,1,"Ezeronye et al., IJFM, 2009",,,,,,,,,,,,
AKG,NPA06.1,,,,13. African palm wine,,,,,,,,1,"Ezeronye et al., IJFM, 2009",,,,,,,,,,,,
AKH,NPA02-1,,,,13. African palm wine,,,,,,,,1,"Ezeronye et al., IJFM, 2009",,,,,,,,,,,,
APQ,CBS400,,,,13. African palm wine,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ATP,Y5,,,,13. African palm wine,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVV,DJ65,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
BAB,DJ68,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
BAC,DJ70,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
BAD,DJ71,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
BAE,DJ73,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
BAF,DJ74,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
CFA,Dji2-2A(a),,,,13. African palm wine,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CPS,FTPW4,,,,13. African palm wine,,,,,,,,1,"Tapsoba et al., IJFM, 2015",,,,,,,,,,,,
SACE_GAL,SK1,,,,13. African palm wine,,,,,,,,1,"Bergström et al., MBE, 2014",,,,,,,,,,,,
SACE_YAC,YJM195,,,,13. African palm wine,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBP,YJM1248,,,,13. African palm wine,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YCV,YJM1439,,,,13. African palm wine,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
BAQ,HN19,,,,14. CHNIII,,,,,,,,1,"Wang et al., ME, 2012",,,,,,,,,,,,
BAG,SX1,,,,15. CHNII,,,,,,,,1,"Wang et al., ME, 2012",,,,,,,,,,,,
AMH,EN14S01,,,,17. Taiwanese,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
CEI,GE14S01-7B,,,,17. Taiwanese,,,,,,,,1,"Naumov et al., A.v.l., 2012",,,,,,,,,,,,
ACQ,CLIB219_2b,,,,18. Far East Asia,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
BAI,BJ6,,,,18. Far East Asia,,,,,,,,1,"Wang et al., ME, 2012",,,,,,,,,,,,
CCN,VKM_Y-504:S,,,,18. Far East Asia,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CCR,Ksc40-8A,,,,18. Far East Asia,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CCS,Ksc73-2D,,,,18. Far East Asia,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YCR,YJM1418,,,,18. Far East Asia,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AKM,UWOPS03-461.4,,,,19. Malaysian,,,,,,,,1,"Naumov et al., Micr., 2009",,,,,,,,,,,,
BMA,UWOPS03-429.1,,,,19. Malaysian,,,,,,,,1,"Naumov et al., Micr., 2009",,,,,,,,,,,,
BMC,UWOPS03-459.1,,,,19. Malaysian,,,,,,,,1,"Naumov et al., Micr., 2009",,,,,,,,,,,,
SACE_MAL,UWOPS05_227_2,,,,19. Malaysian,,,,,,,,1,"Skelly et al., Gen. Res., 2013",,,,,,,,,,,,
SACE_YCY,YJM1447,,,,19. Malaysian,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
CPG,1560,,,,2. Alpechin,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YAE,YJM248,,,,2. Alpechin,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YBR,YJM1252,,,,2. Alpechin,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDM,YJM1078,,,,2. Alpechin,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
BAP,HN16,,,,20. CHN V,,,,,,,,1,"Wang et al., ME, 2012",,,,,,,,,,,,
CDF,N22.00-5D,,,,22. Far East Russian,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDH,N159.01-2B,,,,22. Far East Russian,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANE,YPS134,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
ANF,YPS139,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
ANG,YPS141,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
ANH,YPS142,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
ANI,YPS143,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
ANK,YPS154,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
AVI,YPS163,,,,Wild_North_American,,,,,,,,1,"Sniegowski et al., FEMS YR, 2002",,,,,,,,,,,,
SACE_YBS,YJM1273,,,,Wild_North_American,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AFK,CBS2992,,,,24. Asian islands,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGR,CBS1594,,,,24. Asian islands,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARH,CBS1592,,,,24. Asian islands,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARI,CBS1593,,,,24. Asian islands,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CCT,S11F3-6B,,,,24. Asian islands,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CDA,S8BM-32-4D(a),,,,24. Asian islands,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
SACE_YCM,YJM1400,,,,24. Asian islands,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
SACE_YDE,YJM1479,,,,24. Asian islands,,,,,,,,1,"Strope, Gen Res, 2015",,,,,,,,,,,,
AAD,CBS436a,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ADQ,K12_2,,,,25. Sake,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AEF,CBS6414,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFM,CBS6412,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFN,CBS6413,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANR,RIB0001,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANS,RIB0002,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANT,RIB0003,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ANV,RIB0004,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APA,RIB0005,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APC,RIB1001,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APD,RIB1002,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
APF,RIB1004,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AQN,CBS435,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ARP,CBS2270,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVC,CECT10711,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVD,CECT10712,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVL,RIB6008,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AVM,RIB6009,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
BTS,RIB1005,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLI,K5,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLK,K9,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLL,K10,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLM,K13,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLN,K14,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLP,K15,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLQ,UC5,,,,25. Sake,,,,,,,,1,"Fay et al., Plos Gen, 2005",,,,,,,,,,,,
CLR,RIB1008,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLS,RIB1010,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLT,RIB1011,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CLV,RIB1012,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMB,RIB1014,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMC,RIB1015,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMD,RIB1016,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CME,RIB1017,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMF,RIB6001,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMH,RIB6003,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMI,RIB6004,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMK,RIB6005,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMM,RIB6007,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CMN,RIB0007,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CQQ,RIB1006,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
CQR,RIB1007,,,,25. Sake,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
ABB,YJM413_b,,,,26. Asian fermentation,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ACK,Y12_1b,,,,26. Asian fermentation,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ACM,Y9_4,,,,26. Asian fermentation,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
ADH,T7_b,,,,26. Asian fermentation,,,,,,,,1,"Schacherer et al., Nature, 2009",,,,,,,,,,,,
AEP,CBS1508,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AFH,CBS1509,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AGG,CBS1480,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
AHQ,CBS440,,,,26. Asian fermentation,,,,,,,,1,"Peter and De Chiara et al., Nature, 2018",,,,,,,,,,,,
